"","Variable","Coefficient","Protein"
"32745","cg15048099",-0.00513738545422233,"IL12B_FOM1"
"32746","cg15057747",0.0044500248043903,"IL12B_FOM1"
"32747","cg15115171",7.41528700450115e-05,"IL12B_FOM1"
"32748","cg15254238",-0.0035644895252232,"IL12B_FOM1"
"32749","cg15257565",-0.00381800762436131,"IL12B_FOM1"
"32750","cg15281331",0.00172652094064293,"IL12B_FOM1"
"32751","cg15319824",-0.00119135713352476,"IL12B_FOM1"
"32752","cg15321211",-0.000816220239765734,"IL12B_FOM1"
"32753","cg15342452",0.00196664792890736,"IL12B_FOM1"
"32754","cg15393936",0.014461328947223,"IL12B_FOM1"
"32755","cg15397416",0.00162248763996823,"IL12B_FOM1"
"32756","cg15402162",-0.00052654530191211,"IL12B_FOM1"
"32757","cg15433798",-0.000330525606604775,"IL12B_FOM1"
"32758","cg15469871",0.000776026001343455,"IL12B_FOM1"
"32759","cg15491701",0.000973776883212715,"IL12B_FOM1"
"32760","cg15551781",-0.00217701379664756,"IL12B_FOM1"
"32761","cg15586842",-0.00246216146172191,"IL12B_FOM1"
"32762","cg15590007",0.000711164178352141,"IL12B_FOM1"
"32763","cg15633912",-0.0022401597078099,"IL12B_FOM1"
"32764","cg15721134",-0.000613514506619097,"IL12B_FOM1"
"32765","cg15795305",-0.000384017970476954,"IL12B_FOM1"
"32766","cg15857661",0.000116739971050568,"IL12B_FOM1"
"32767","cg15860114",0.00129241456744391,"IL12B_FOM1"
"32768","cg15926910",0.00154073083311676,"IL12B_FOM1"
"32769","cg15966747",-0.00692010411891293,"IL12B_FOM1"
"32770","cg15988569",-0.00926761190088372,"IL12B_FOM1"
"32771","cg16043357",0.000329017515923383,"IL12B_FOM1"
"32772","cg16101077",0.00443905837193632,"IL12B_FOM1"
"32773","cg16127514",0.00248057673728846,"IL12B_FOM1"
"32774","cg16175006",-0.00130648589614962,"IL12B_FOM1"
"32775","cg16208053",0.00133637007219837,"IL12B_FOM1"
"32776","cg16273546",0.00205216913432972,"IL12B_FOM1"
"32777","cg16289751",0.00178911136623802,"IL12B_FOM1"
"32778","cg16300838",-0.00198383426257214,"IL12B_FOM1"
"32779","cg16335442",-0.00479807192178797,"IL12B_FOM1"
"32780","cg16352527",0.000872011471744778,"IL12B_FOM1"
"32781","cg16358099",0.00308158254537171,"IL12B_FOM1"
"32782","cg16397968",0.000926326861020563,"IL12B_FOM1"
"32783","cg16407699",0.00113133893840394,"IL12B_FOM1"
"32784","cg16432908",-0.00920840107692525,"IL12B_FOM1"
"32785","cg16435686",0.0044200713992138,"IL12B_FOM1"
"32786","cg16480008",0.000705238342592894,"IL12B_FOM1"
"32787","cg16489259",0.00146203366101297,"IL12B_FOM1"
"32788","cg16570507",0.00188259337007044,"IL12B_FOM1"
"32789","cg16595288",-0.00146352182089768,"IL12B_FOM1"
"32790","cg16634718",-0.00109503197645407,"IL12B_FOM1"
"32791","cg16645815",0.00175847940723051,"IL12B_FOM1"
"32792","cg16652747",-0.00171447965251601,"IL12B_FOM1"
"32793","cg16653991",0.00207582000016963,"IL12B_FOM1"
"32794","cg16756674",-0.000966626105041953,"IL12B_FOM1"
"32795","cg16871435",-0.00160685433552888,"IL12B_FOM1"
"32796","cg16891431",9.37153451966409e-05,"IL12B_FOM1"
"32797","cg16923709",-0.0043705947504072,"IL12B_FOM1"
"32798","cg16942135",-0.00125081508147287,"IL12B_FOM1"
"32799","cg16952963",0.00462431961292417,"IL12B_FOM1"
"32800","cg16974873",3.56390566724062e-05,"IL12B_FOM1"
"32801","cg17019184",-0.00250286645877732,"IL12B_FOM1"
"32802","cg17023203",0.00615899457959592,"IL12B_FOM1"
"32803","cg17079987",-0.0021193136615561,"IL12B_FOM1"
"32804","cg17086421",-0.000565128055880836,"IL12B_FOM1"
"32805","cg17093267",-0.00410518924429075,"IL12B_FOM1"
"32806","cg17122437",0.000946085846951419,"IL12B_FOM1"
"32807","cg17153685",-6.22081145268119e-05,"IL12B_FOM1"
"32808","cg17164151",3.08452553066258e-05,"IL12B_FOM1"
"32809","cg17197596",-0.00123377422724343,"IL12B_FOM1"
"32810","cg17201651",-0.00334989265391772,"IL12B_FOM1"
"32811","cg17246535",0.00616925430323449,"IL12B_FOM1"
"32812","cg17261303",0.000907115465279751,"IL12B_FOM1"
"32813","cg17268033",-0.00131892669925631,"IL12B_FOM1"
"32814","cg17301379",-0.00404674745535027,"IL12B_FOM1"
"32815","cg17359942",-5.1250086092594e-05,"IL12B_FOM1"
"32816","cg17373022",-0.00122932549829423,"IL12B_FOM1"
"32817","cg17437770",0.00613490275125311,"IL12B_FOM1"
"32818","cg17451677",0.00174736181161038,"IL12B_FOM1"
"32819","cg17463564",0.00128831661500454,"IL12B_FOM1"
"32820","cg17494438",0.00543619864886201,"IL12B_FOM1"
"32821","cg17568421",-0.000104858534130491,"IL12B_FOM1"
"32822","cg17624196",-3.12559049418251e-05,"IL12B_FOM1"
"32823","cg17750572",0.0011995074634409,"IL12B_FOM1"
"32824","cg17885841",0.00216935844658968,"IL12B_FOM1"
"32825","cg17886420",0.00413326657678282,"IL12B_FOM1"
"32826","cg17891977",0.00228971875724856,"IL12B_FOM1"
"32827","cg17907056",-0.00329802777205543,"IL12B_FOM1"
"32828","cg18103548",0.00455464363600445,"IL12B_FOM1"
"32829","cg18135502",-0.00204544367936715,"IL12B_FOM1"
"32830","cg18171855",0.00328996045403111,"IL12B_FOM1"
"32831","cg18189112",-0.00631568279562144,"IL12B_FOM1"
"32832","cg18193259",0.00996549371889049,"IL12B_FOM1"
"32833","cg18275228",-0.00207112421436411,"IL12B_FOM1"
"32834","cg18352710",-0.000416767121490375,"IL12B_FOM1"
"32835","cg18372739",-0.00480273858615323,"IL12B_FOM1"
"32836","cg18437551",-8.29541186576807e-05,"IL12B_FOM1"
"32837","cg18450420",0.00101972978538247,"IL12B_FOM1"
"32838","cg18477674",0.00356714902117007,"IL12B_FOM1"
"32839","cg18502238",-0.0012450763046048,"IL12B_FOM1"
"32840","cg18566515",-0.00357973595366989,"IL12B_FOM1"
"32841","cg18629132",0.00153989157438599,"IL12B_FOM1"
"32842","cg18643199",0.000336886774206526,"IL12B_FOM1"
"32843","cg18650367",0.00175676366130393,"IL12B_FOM1"
"32844","cg18675610",0.000688069877757863,"IL12B_FOM1"
"32845","cg18736101",-0.00437568743105874,"IL12B_FOM1"
"32846","cg18738190",0.00152367415791458,"IL12B_FOM1"
"32847","cg18820063",-0.00118385945362892,"IL12B_FOM1"
"32848","cg18861767",-0.000756965958172615,"IL12B_FOM1"
"32849","cg18901371",0.000769451964903623,"IL12B_FOM1"
"32850","cg18941641",-0.000496048020041636,"IL12B_FOM1"
"32851","cg19012696",0.00189579128834403,"IL12B_FOM1"
"32852","cg19056515",-2.8409931728173e-05,"IL12B_FOM1"
"32853","cg19134728",0.00287410510370825,"IL12B_FOM1"
"32854","cg19189864",9.81541864621983e-05,"IL12B_FOM1"
"32855","cg19197888",-0.000716696663849165,"IL12B_FOM1"
"32856","cg19201533",0.000400438541427999,"IL12B_FOM1"
"32857","cg19223064",0.000988446924280967,"IL12B_FOM1"
"32858","cg19282259",0.00142181711906881,"IL12B_FOM1"
"32859","cg19360212",-0.0102878297205791,"IL12B_FOM1"
"32860","cg19377607",0.00606540795596799,"IL12B_FOM1"
"32861","cg19392379",-0.00283723896527393,"IL12B_FOM1"
"32862","cg19438005",0.000251150741216256,"IL12B_FOM1"
"32863","cg19469447",-0.000442012467470027,"IL12B_FOM1"
"32864","cg19509778",0.000204388000286662,"IL12B_FOM1"
"32865","cg19572051",-0.000857659804893693,"IL12B_FOM1"
"32866","cg19634573",-0.00216962066342892,"IL12B_FOM1"
"32867","cg19667811",-3.88961067937641e-05,"IL12B_FOM1"
"32868","cg19707359",-0.000388390745618582,"IL12B_FOM1"
"32869","cg19736009",-0.000105365755413159,"IL12B_FOM1"
"32870","cg19754622",-0.00208491900332701,"IL12B_FOM1"
"32871","cg19820328",0.00160259676516658,"IL12B_FOM1"
"32872","cg19848641",-0.0101460596793397,"IL12B_FOM1"
"32873","cg19895324",0.00508587736696206,"IL12B_FOM1"
"32874","cg19914620",6.58478562936333e-06,"IL12B_FOM1"
"32875","cg19918488",-0.0012000368725474,"IL12B_FOM1"
"32876","cg19935065",-0.00222434615982661,"IL12B_FOM1"
"32877","cg19935665",0.000789064416468679,"IL12B_FOM1"
"32878","cg19963839",0.000653434403182969,"IL12B_FOM1"
"32879","cg19977566",0.0051674243281928,"IL12B_FOM1"
"32880","cg20013097",0.00398753783379282,"IL12B_FOM1"
"32881","cg20014988",-0.000978193840870267,"IL12B_FOM1"
"32882","cg20085588",0.000808897315393459,"IL12B_FOM1"
"32883","cg20087519",0.00622974820535599,"IL12B_FOM1"
"32884","cg20205188",0.00693756109642241,"IL12B_FOM1"
"32885","cg20250269",0.00173514288358264,"IL12B_FOM1"
"32886","cg20267590",7.63883789518697e-06,"IL12B_FOM1"
"32887","cg20282550",0.00163236639098514,"IL12B_FOM1"
"32888","cg20339859",0.000206562728853557,"IL12B_FOM1"
"32889","cg20431488",-0.000219259093726092,"IL12B_FOM1"
"32890","cg20497668",-0.000438903759846773,"IL12B_FOM1"
"32891","cg20503657",-0.0147714807669517,"IL12B_FOM1"
"32892","cg20568497",-0.00240798754462421,"IL12B_FOM1"
"32893","cg20627988",3.51791294656355e-06,"IL12B_FOM1"
"32894","cg20638675",-0.000857879219333802,"IL12B_FOM1"
"32895","cg20648369",0.000377332237711193,"IL12B_FOM1"
"32896","cg20714347",-0.00403480766451124,"IL12B_FOM1"
"32897","cg20728490",-1.44786105418707e-05,"IL12B_FOM1"
"32898","cg20748038",-0.00231841925952359,"IL12B_FOM1"
"32899","cg21115977",0.000610507343643493,"IL12B_FOM1"
"32900","cg21371809",-0.000624844654155931,"IL12B_FOM1"
"32901","cg22532370",-0.000884414358487631,"IL12B_FOM1"
"32902","cg22610620",3.96422703761882e-05,"IL12B_FOM1"
"32903","cg22682200",0.000788823817733976,"IL12B_FOM1"
"32904","cg22705835",0.000546955166517214,"IL12B_FOM1"
"32905","cg22710156",0.00569102576530413,"IL12B_FOM1"
"32906","cg22740796",5.82270977887122e-06,"IL12B_FOM1"
"32907","cg22778843",-0.000524288967228305,"IL12B_FOM1"
"32908","cg22826038",-8.18224850636741e-05,"IL12B_FOM1"
"32909","cg22836207",-0.000256134945268495,"IL12B_FOM1"
"32910","cg22840887",-0.00201501486927554,"IL12B_FOM1"
"32911","cg22889918",-0.00187034209849888,"IL12B_FOM1"
"32912","cg22903908",-0.00188633866197763,"IL12B_FOM1"
"32913","cg22998476",0.00211460687391036,"IL12B_FOM1"
"32914","cg23052585",-0.00453996602826533,"IL12B_FOM1"
"32915","cg23065415",-0.00132799424948619,"IL12B_FOM1"
"32916","cg23098789",0.0171690646846159,"IL12B_FOM1"
"32917","cg23099319",0.00162469237015239,"IL12B_FOM1"
"32918","cg23103009",0.00261893612805083,"IL12B_FOM1"
"32919","cg23175573",0.0107419743274837,"IL12B_FOM1"
"32920","cg23187802",0.00298083685638296,"IL12B_FOM1"
"32921","cg23247504",-0.00092358017620665,"IL12B_FOM1"
"32922","cg23336892",-0.00111807497309298,"IL12B_FOM1"
"32923","cg23338516",0.00973060440616389,"IL12B_FOM1"
"32924","cg23351954",-0.00451376283881788,"IL12B_FOM1"
"32925","cg23390619",0.00114377030250027,"IL12B_FOM1"
"32926","cg23400446",-0.000521490871280693,"IL12B_FOM1"
"32927","cg23444251",-0.000490039163743845,"IL12B_FOM1"
"32928","cg23492225",-0.00244685324023897,"IL12B_FOM1"
"32929","cg23513018",-0.00383864042769742,"IL12B_FOM1"
"32930","cg23521973",-0.00197543707094704,"IL12B_FOM1"
"32931","cg23563927",7.30588974837607e-05,"IL12B_FOM1"
"32932","cg23602092",-0.00372247509928627,"IL12B_FOM1"
"32933","cg23640411",-7.95964408985573e-06,"IL12B_FOM1"
"32934","cg23657179",-0.00139464306293531,"IL12B_FOM1"
"32935","cg23662178",4.42681308850083e-06,"IL12B_FOM1"
"32936","cg23685969",0.00220598675252752,"IL12B_FOM1"
"32937","cg23698271",0.0108376381354219,"IL12B_FOM1"
"32938","cg23769730",0.00112262571368128,"IL12B_FOM1"
"32939","cg23771319",-0.000516193452748766,"IL12B_FOM1"
"32940","cg23786152",0.000784853984332712,"IL12B_FOM1"
"32941","cg23889967",0.000277784877432876,"IL12B_FOM1"
"32942","cg24051234",-0.00915676804846059,"IL12B_FOM1"
"32943","cg24073023",0.00195907436798254,"IL12B_FOM1"
"32944","cg24091315",0.000189990251199861,"IL12B_FOM1"
"32945","cg24127310",0.000506238775259023,"IL12B_FOM1"
"32946","cg24127345",-0.000106994713059282,"IL12B_FOM1"
"32947","cg24233293",-0.00488098249214398,"IL12B_FOM1"
"32948","cg24278713",-0.00161884409343448,"IL12B_FOM1"
"32949","cg24284539",-0.00271035928515257,"IL12B_FOM1"
"32950","cg24310126",-0.00110036158768006,"IL12B_FOM1"
"32951","cg24323552",0.00320890206284406,"IL12B_FOM1"
"32952","cg24356544",0.000697793974936953,"IL12B_FOM1"
"32953","cg24386905",-0.00135869795229942,"IL12B_FOM1"
"32954","cg24413339",-0.00028099687536886,"IL12B_FOM1"
"32955","cg24466939",0.00433652860688721,"IL12B_FOM1"
"32956","cg24476497",0.000135004437826684,"IL12B_FOM1"
"32957","cg24591913",-0.00486237166769285,"IL12B_FOM1"
"32958","cg24612923",-0.000304612846604639,"IL12B_FOM1"
"32959","cg24668570",0.000231598248561998,"IL12B_FOM1"
"32960","cg24696332",-0.003600610539223,"IL12B_FOM1"
"32961","cg24697097",-0.00387540456989488,"IL12B_FOM1"
"32962","cg24754223",0.00576319958170415,"IL12B_FOM1"
"32963","cg24948792",-0.000103905529510559,"IL12B_FOM1"
"32964","cg25052156",-0.00552045910789503,"IL12B_FOM1"
"32965","cg25123362",0.000487191302506151,"IL12B_FOM1"
"32966","cg25250650",0.00127089306437222,"IL12B_FOM1"
"32967","cg25278353",0.000466148838504919,"IL12B_FOM1"
"32968","cg25288034",-0.0010126213812296,"IL12B_FOM1"
"32969","cg25299580",0.00135756234570475,"IL12B_FOM1"
"32970","cg25367201",-0.00347673247555483,"IL12B_FOM1"
"32971","cg25394042",-0.000504300639067007,"IL12B_FOM1"
"32972","cg25414165",0.00353882501927645,"IL12B_FOM1"
"32973","cg25464840",0.000107451369771273,"IL12B_FOM1"
"32974","cg25499181",0.00174927457150564,"IL12B_FOM1"
"32975","cg25655578",-0.0012170499583815,"IL12B_FOM1"
"32976","cg25705717",-0.00148674788756292,"IL12B_FOM1"
"32977","cg25744776",0.000334576834934811,"IL12B_FOM1"
"32978","cg25804357",-0.00271296012579868,"IL12B_FOM1"
"32979","cg25956097",0.000285964421190581,"IL12B_FOM1"
"32980","cg26005973",0.000109439149739473,"IL12B_FOM1"
"32981","cg26015743",0.00139551759893194,"IL12B_FOM1"
"32982","cg26075184",-0.000102152975076406,"IL12B_FOM1"
"32983","cg26082690",-0.00172051016153155,"IL12B_FOM1"
"32984","cg26132114",-0.000523500887921289,"IL12B_FOM1"
"32985","cg26276667",0.00369791853813206,"IL12B_FOM1"
"32986","cg26277069",0.000393651875061441,"IL12B_FOM1"
"32987","cg26288438",-0.000509066295330719,"IL12B_FOM1"
"32988","cg26365014",-0.000996112294853222,"IL12B_FOM1"
"32989","cg26450259",-0.00430082360855638,"IL12B_FOM1"
"32990","cg26510033",-0.00130338845533901,"IL12B_FOM1"
"32991","cg26597838",-0.0104525809201858,"IL12B_FOM1"
"32992","cg26644395",-0.00054245115636637,"IL12B_FOM1"
"32993","cg26679884",-0.00839929333208698,"IL12B_FOM1"
"32994","cg26725552",0.00100694429007279,"IL12B_FOM1"
"32995","cg26757820",0.000264941727679344,"IL12B_FOM1"
"32996","cg26839288",-5.64468035075239e-05,"IL12B_FOM1"
"32997","cg26864388",-0.00037898239918451,"IL12B_FOM1"
"32998","cg26883033",0.000168815221872677,"IL12B_FOM1"
"32999","cg26898531",-0.00149967711902699,"IL12B_FOM1"
"33000","cg26925980",-0.00452017628554089,"IL12B_FOM1"
"33001","cg26939277",0.000309793964367218,"IL12B_FOM1"
"33002","cg26951440",-0.000892785078326664,"IL12B_FOM1"
"33003","cg27057480",-0.00109389741873756,"IL12B_FOM1"
"33004","cg27099293",0.000154165351401779,"IL12B_FOM1"
"33005","cg27141499",-4.74523717364469e-05,"IL12B_FOM1"
"33006","cg27180777",-0.00224804569878384,"IL12B_FOM1"
"33007","cg27275103",-0.0034662083919353,"IL12B_FOM1"
"33008","cg27286337",-7.90725102934805e-05,"IL12B_FOM1"
"33009","cg27290215",0.000384384236805143,"IL12B_FOM1"
"33010","cg27308738",-0.0245985095523375,"IL12B_FOM1"
"33011","cg27393726",0.00237337514687742,"IL12B_FOM1"
"33012","cg27399957",0.0017276782294746,"IL12B_FOM1"
"33013","cg27427581",0.000554505773869009,"IL12B_FOM1"
"33014","cg27434149",0.000438605013648464,"IL12B_FOM1"
"33015","cg27455098",-0.00028767323223756,"IL12B_FOM1"
"33016","cg27488007",-0.00465334262751273,"IL12B_FOM1"
"33017","cg27572370",0.00338801031476437,"IL12B_FOM1"
"33018","cg27591155",0.00114635719701255,"IL12B_FOM1"
"33019","cg27636330",-0.00456971763115771,"IL12B_FOM1"
"33020","ch.10.83255157R",0.00165764898323487,"IL12B_FOM1"
"33021","cg00009088",0.000111601888755403,"IL12B_FOM1"
"33022","cg00045227",-0.00205940360777772,"IL12B_FOM1"
"33023","cg00237904",-0.00317004149090036,"IL12B_FOM1"
"33024","cg00242341",0.00201893691853561,"IL12B_FOM1"
"33025","cg00290607",-0.00807722783452007,"IL12B_FOM1"
"33026","cg00299396",-0.00111635761089919,"IL12B_FOM1"
"33027","cg00325125",0.00198376467706291,"IL12B_FOM1"
"33028","cg00331283",0.000456292344690386,"IL12B_FOM1"
"33029","cg00366359",-0.000947470080513653,"IL12B_FOM1"
"33030","cg00367424",0.000196509121794695,"IL12B_FOM1"
"33031","cg00423364",-0.000445585797505075,"IL12B_FOM1"
"33032","cg00497905",-8.83243228657807e-05,"IL12B_FOM1"
"33033","cg00589305",-0.00580602515090787,"IL12B_FOM1"
"33034","cg00735023",-0.00119192714357784,"IL12B_FOM1"
"33035","cg00792751",0.00180115680668641,"IL12B_FOM1"
"33036","cg00864171",-0.00238125136609068,"IL12B_FOM1"
"33037","cg00874225",0.00239977359484411,"IL12B_FOM1"
"33038","cg01033938",0.000813121153289556,"IL12B_FOM1"
"33039","cg01046833",0.00049558994565843,"IL12B_FOM1"
"33040","cg01102379",-0.000122975919177333,"IL12B_FOM1"
"33041","cg01115070",-0.000841349167675087,"IL12B_FOM1"
"33042","cg01126821",-0.000719279597477938,"IL12B_FOM1"
"33043","cg01151584",0.00387400935321067,"IL12B_FOM1"
"33044","cg01158527",0.000723651466986103,"IL12B_FOM1"
"33045","cg01178624",-0.00722875400790733,"IL12B_FOM1"
"33046","cg01223071",-0.0109084566757833,"IL12B_FOM1"
"33047","cg01264919",0.00106194488736628,"IL12B_FOM1"
"33048","cg01380194",0.00199775628645525,"IL12B_FOM1"
"33049","cg01407861",0.000410158033882952,"IL12B_FOM1"
"33050","cg01425746",-0.00348860186760955,"IL12B_FOM1"
"33051","cg01464703",0.00478260770074154,"IL12B_FOM1"
"33052","cg01476789",0.00124945451135664,"IL12B_FOM1"
"33053","cg01496891",-0.00116898391310081,"IL12B_FOM1"
"33054","cg01584086",-0.00372645869805324,"IL12B_FOM1"
"33055","cg01651290",-0.000160551125672395,"IL12B_FOM1"
"33056","cg01657329",-0.00221167377162703,"IL12B_FOM1"
"33057","cg01663953",0.00316827912168922,"IL12B_FOM1"
"33058","cg01677628",0.00434894756314031,"IL12B_FOM1"
"33059","cg01716445",-0.000933338861893156,"IL12B_FOM1"
"33060","cg01759756",0.00227416853360325,"IL12B_FOM1"
"33061","cg01764559",-0.0028229763776106,"IL12B_FOM1"
"33062","cg01833234",5.08641342275307e-05,"IL12B_FOM1"
"33063","cg02121547",0.0061817867516757,"IL12B_FOM1"
"33064","cg02147292",-0.00318956255090039,"IL12B_FOM1"
"33065","cg02176069",0.000536959146827556,"IL12B_FOM1"
"33066","cg02176078",0.00463204869976227,"IL12B_FOM1"
"33067","cg02218765",-0.00330824339466099,"IL12B_FOM1"
"33068","cg02219360",-0.0027489329630576,"IL12B_FOM1"
"33069","cg02220129",-0.000507284654355408,"IL12B_FOM1"
"33070","cg02230254",0.00161324557890458,"IL12B_FOM1"
"33071","cg02251663",0.00133579747507978,"IL12B_FOM1"
"33072","cg02254774",0.0013496570299564,"IL12B_FOM1"
"33073","cg02275784",0.000197423980752776,"IL12B_FOM1"
"33074","cg02299195",0.00129563502085312,"IL12B_FOM1"
"33075","cg02366262",-0.000765275369148693,"IL12B_FOM1"
"33076","cg02461776",0.000329655862844882,"IL12B_FOM1"
"33077","cg02471760",-0.00014013039186661,"IL12B_FOM1"
"33078","cg02475301",-0.00350308250074695,"IL12B_FOM1"
"33079","cg02493544",0.000224650423919019,"IL12B_FOM1"
"33080","cg02501827",-0.00261466088880389,"IL12B_FOM1"
"33081","cg02526277",0.000901753979864785,"IL12B_FOM1"
"33082","cg02526508",1.29134469832286e-05,"IL12B_FOM1"
"33083","cg02530375",0.00177552731313225,"IL12B_FOM1"
"33084","cg02534760",0.000368740954694655,"IL12B_FOM1"
"33085","cg02610360",-0.00146492052232945,"IL12B_FOM1"
"33086","cg02621636",-0.00222297718269545,"IL12B_FOM1"
"33087","cg02622846",0.000278436277725439,"IL12B_FOM1"
"33088","cg02646491",0.00152989331127573,"IL12B_FOM1"
"33089","cg02647408",-0.00218528433911744,"IL12B_FOM1"
"33090","cg02647874",5.59820582663609e-05,"IL12B_FOM1"
"33091","cg02742455",8.38736508167588e-05,"IL12B_FOM1"
"33092","cg02814135",-0.0114496677613861,"IL12B_FOM1"
"33093","cg02886208",0.00256750203896045,"IL12B_FOM1"
"33094","cg02911492",-0.000184827164601122,"IL12B_FOM1"
"33095","cg02946903",-0.00519408662505251,"IL12B_FOM1"
"33096","cg02975667",0.000873778847743689,"IL12B_FOM1"
"33097","cg02984617",0.00339562621686537,"IL12B_FOM1"
"33098","cg02992503",-0.000214036665120683,"IL12B_FOM1"
"33099","cg02997796",0.000574471680327675,"IL12B_FOM1"
"33100","cg03000419",-0.0012293061162512,"IL12B_FOM1"
"33101","cg03020863",0.00165027421376396,"IL12B_FOM1"
"33102","cg03071500",-0.00509291108471715,"IL12B_FOM1"
"33103","cg03146219",0.000896502402898797,"IL12B_FOM1"
"33104","cg03187668",-5.91395128258087e-05,"IL12B_FOM1"
"33105","cg03188793",-0.00470721538374913,"IL12B_FOM1"
"33106","cg03271487",0.00118118151216837,"IL12B_FOM1"
"33107","cg03274456",-0.00288023215791825,"IL12B_FOM1"
"33108","cg03292225",-0.00311916830366201,"IL12B_FOM1"
"33109","cg03295554",0.00051358050567211,"IL12B_FOM1"
"33110","cg03303857",0.000326013548217224,"IL12B_FOM1"
"33111","cg03304763",-0.000336079831820906,"IL12B_FOM1"
"33112","cg03370752",0.000598903856880894,"IL12B_FOM1"
"33113","cg03416228",-0.00248065782284684,"IL12B_FOM1"
"33114","cg03493520",-0.00437506950090164,"IL12B_FOM1"
"33115","cg03554573",-0.00168296281045492,"IL12B_FOM1"
"33116","cg03570279",-7.24906161775645e-05,"IL12B_FOM1"
"33117","cg03571383",-4.10057759115927e-05,"IL12B_FOM1"
"33118","cg03626668",-0.00287865993516705,"IL12B_FOM1"
"33119","cg03643838",-0.000852539426963959,"IL12B_FOM1"
"33120","cg03673989",6.78056005943037e-05,"IL12B_FOM1"
"33121","cg03676624",-0.00062312526475676,"IL12B_FOM1"
"33122","cg03721657",-0.000162068106724187,"IL12B_FOM1"
"33123","cg03755158",-6.14275931395794e-05,"IL12B_FOM1"
"33124","cg03780927",-0.00294454124350564,"IL12B_FOM1"
"33125","cg03798942",0.000718846752037898,"IL12B_FOM1"
"33126","cg03830273",-0.000419746491054844,"IL12B_FOM1"
"33127","cg03868193",0.0127271017690917,"IL12B_FOM1"
"33128","cg03887438",0.00245389527708405,"IL12B_FOM1"
"33129","cg03895540",-0.00323932432582187,"IL12B_FOM1"
"33130","cg03898365",0.00344100225338622,"IL12B_FOM1"
"33131","cg03922251",-4.65114150546343e-05,"IL12B_FOM1"
"33132","cg03961718",0.00115120304929416,"IL12B_FOM1"
"33133","cg03996735",-0.000465379793000637,"IL12B_FOM1"
"33134","cg04002235",0.00651224679372651,"IL12B_FOM1"
"33135","cg04006327",-0.000264690846888682,"IL12B_FOM1"
"33136","cg04010296",0.0023722630352223,"IL12B_FOM1"
"33137","cg04063166",0.00224411591014358,"IL12B_FOM1"
"33138","cg04064998",0.00335752688232646,"IL12B_FOM1"
"33139","cg04113632",0.000548499415186718,"IL12B_FOM1"
"33140","cg04152793",-0.00432103194614611,"IL12B_FOM1"
"33141","cg04215883",3.00874015613499e-06,"IL12B_FOM1"
"33142","cg04231094",-0.000978028720393703,"IL12B_FOM1"
"33143","cg04270414",-0.00496528971384445,"IL12B_FOM1"
"33144","cg04297660",0.000325715959388852,"IL12B_FOM1"
"33145","cg04344792",0.000424754374475974,"IL12B_FOM1"
"33146","cg04347708",0.000340077099213844,"IL12B_FOM1"
"33147","cg04367164",-0.000372405057336327,"IL12B_FOM1"
"33148","cg04452906",6.6192996824385e-05,"IL12B_FOM1"
"33149","cg04467334",-0.000250295968471723,"IL12B_FOM1"
"33150","cg04467639",0.00192720449705565,"IL12B_FOM1"
"33151","cg04519387",0.000501382844268419,"IL12B_FOM1"
"33152","cg04552319",-0.000288312948334761,"IL12B_FOM1"
"33153","cg04585209",-0.00274890315696645,"IL12B_FOM1"
"33154","cg04588336",-0.000807785045407929,"IL12B_FOM1"
"33155","cg04647918",-0.00385845260293219,"IL12B_FOM1"
"33156","cg04721828",0.00103106477520217,"IL12B_FOM1"
"33157","cg04819497",-0.000627771375246847,"IL12B_FOM1"
"33158","cg04850017",0.00342578783581136,"IL12B_FOM1"
"33159","cg04852143",-0.000210073418505132,"IL12B_FOM1"
"33160","cg04862679",-0.00211888256436591,"IL12B_FOM1"
"33161","cg04870732",-0.000292843040455767,"IL12B_FOM1"
"33162","cg04913265",-0.00293489941920315,"IL12B_FOM1"
"33163","cg04913291",0.00126157436226628,"IL12B_FOM1"
"33164","cg04934246",0.000889308908222152,"IL12B_FOM1"
"33165","cg04946387",-0.00120505668097379,"IL12B_FOM1"
"33166","cg04978279",0.00209262433933712,"IL12B_FOM1"
"33167","cg04986504",-0.00033707926598807,"IL12B_FOM1"
"33168","cg05014721",-0.00120775223256545,"IL12B_FOM1"
"33169","cg05034125",0.000138243731580701,"IL12B_FOM1"
"33170","cg05041596",-0.00328718729991179,"IL12B_FOM1"
"33171","cg05189804",6.08518938952048e-05,"IL12B_FOM1"
"33172","cg05205239",-0.000730626087861796,"IL12B_FOM1"
"33173","cg05237469",-0.0030782382684714,"IL12B_FOM1"
"33174","cg05237503",0.00182530060144732,"IL12B_FOM1"
"33175","cg05256304",-0.00208193633749567,"IL12B_FOM1"
"33176","cg05283992",0.00294801754877267,"IL12B_FOM1"
"33177","cg05428701",-4.66834791399074e-05,"IL12B_FOM1"
"33178","cg05431942",0.00186635003813997,"IL12B_FOM1"
"33179","cg05457684",0.000320745985622836,"IL12B_FOM1"
"33180","cg05464016",0.000847950065709007,"IL12B_FOM1"
"33181","cg05471009",0.000775592845105067,"IL12B_FOM1"
"33182","cg05505103",0.00313648390513685,"IL12B_FOM1"
"33183","cg05514418",-9.12486815688974e-05,"IL12B_FOM1"
"33184","cg05520811",-0.00183386969656061,"IL12B_FOM1"
"33185","cg05531016",0.00155457557546574,"IL12B_FOM1"
